name,url,category,subcategory,instructors,description,enrollment,views,rating,raters
Google Workspace Admin: Getting Started,https://www.coursera.org/learn/googlecloud-google-workspace-admin-getting-started-sbxs5,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Google Workspace Admin: Managing Applications,https://www.coursera.org/learn/googlecloud-google-workspace-admin-managing-applications-1c8wk,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Google Workspace Admin: Managing Google Meet,https://www.coursera.org/learn/googlecloud-google-workspace-admin-managing-google-meet-uu9zi,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Google Workspace Admin: Provisioning,https://www.coursera.org/learn/googlecloud-google-workspace-admin-provisioning-qmp2q,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Google Workspace Admin: Securing,https://www.coursera.org/learn/googlecloud-google-workspace-admin-securing-5xp0o,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Google Workspace Admin: Super Admin Account Recovery,https://www.coursera.org/learn/googlecloud-google-workspace-admin-super-admin-account-recovery-iorgo,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
HBase to Bigtable Offline Migration,https://www.coursera.org/learn/googlecloud-hbase-to-bigtable-offline-migration-sye0d,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
HTTP Google Cloud Functions in Go,https://www.coursera.org/learn/googlecloud-http-google-cloud-functions-in-go-4si42,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
HTTP Load Balancer with Cloud Armor,https://www.coursera.org/learn/googlecloud-http-load-balancer-with-cloud-armor-eeag7,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
HTTPS Content-Based Load Balancer with Terraform,https://www.coursera.org/learn/googlecloud-https-content-based-load-balancer-with-terraform-qsrxf,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Hello Cloud Run,https://www.coursera.org/learn/googlecloud-hello-cloud-run-9a9bw,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Hello Node Kubernetes,https://www.coursera.org/learn/googlecloud-hello-node-kubernetes-5zy8y,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
High Throughput Databases with Microsoft Azure Cosmos DB,https://www.coursera.org/learn/high-throughput-databases-with-microsoft-azure-cosmos-db,Information Technology,Cloud Computing,Brendan McKeown,"By the end of this guided project, you will have successfully created an Azure account, logged into the Azure Portal and created, and configured a new Azure Cosmos DB Account, You will have created a Cosmos DB Database and Containers and imported sample data, tested the import by running queries against the database using a Cosmos DB Notebook. You will also have configured both Manual and autoscale throughput against Databases and individual containers and configured request units or RUs Having successfully configured throughput you will have made the database globally accessible by creating a Read replica in a different region thus providing near user access to the data and also high availability. You will have completed this project by then deleting any non required resources to keep costs to a minimum.

If you enjoy this project, we recommend taking the Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization: https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals",,,,
Hospedando Website Estático (HTML/CSS/Javascript) no AWS S3,https://www.coursera.org/learn/website-estatico-aws-s3,Information Technology,Cloud Computing,Rogerio Guimaraes,"Neste projeto de uma hora, você aprenderá como usar o serviço de armazenamento Amazon Web Services S3 para hospedar um site estático (HTML / CSS / Javascript). Muitas empresas e indivíduos hoje precisam de um site e a maioria deles não requer bancos de dados ou back-ends complexos. Amazon Web Services fornece um Simple Storage Service S3 Free Tier que também pode ser usado para hospedar um site estático sem servidores e sem complexidade.

Muitos profissionais não sabem que é possível usar o AWS Simple Storage Service, S3, não apenas para armazenar objetos, mas também para hospedar um site totalmente estático feito em HTML / CSS e Javascript e aproveitar todas as vantagens de escalabilidade e disponibilidade que a AWS oferece.

Depois de concluir este projeto, você poderá implantar um site estático em qualquer região da AWS que desejar com apenas algumas etapas e sem grande experiência em tecnologia.

Observação: para este projeto, você precisará de uma conta AWS.",,,,
Hospedar site Wordpress Completo no Microsoft Azure Cloud,https://www.coursera.org/learn/hospedar-wordpress-completo-microsoft-azure-cloud,Information Technology,Cloud Computing,Rogerio Guimaraes,"Neste projeto de duas horas, você aprenderá como usar o Microsoft Azure Cloud Platform e seus serviços de computação para hospedar e implantar um site WordPress. O WordPress é uma plataforma de gerenciamento de conteúdo de classe mundial para criar sites, blogs, sistemas de e-learning e outros. Depois de concluir este projeto, você será capaz de implantar um site do WordPress usando os serviços de computação de máquinas virtuais do Azure em qualquer região do Azure desejada com apenas algumas etapas

Como o WordPress é baseado na tecnologia PHP, ele pode ser implantado de várias maneiras e em várias plataformas, e a nuvem do Microsoft Azure é uma das plataformas que podemos usar para isso.

O Azure tem um serviço de computação baseado em Maquinas Virtuais, onde podemos criar máquinas virtuais personalizadas usando vários tipos de Windows ou Linux. É perfeito para implantarmos um site do WordPress e aproveitar as vantagens da escalabilidade e disponibilidade que o Microsoft Azure oferece.

Ao final desse projeto você será capaz de implantar um website completo em Wordpress na nuvem da Microsoft Azure e aprenderá como fazer isso sem a necessidade de ter grande experiência técnica.",,,,
Hosting SQL Server & Database with Azure,https://www.coursera.org/learn/hosting-sql-server-database-with-azure,Information Technology,Cloud Computing,Abhishek Jha,"In this guided project, you will host a SQL server and database with Azure and use the Microsoft SQL server management studio to connect to the SQL server. We will also explore different SQL database deployment and pricing options. By the end of this project, you will be confident in hosting an SQL database on an SQL Server on Azure.

In order to complete this project successfully, you need an Azure account. If you do not have an Azure account, you will be prompted to create one in the project.",,,,
Hosting Simple Web Applications using Amazon Lightsail,https://www.coursera.org/learn/hosting-applications-lightsail-aws,Information Technology,Cloud Computing,Oksana Hoeckele,"As a freelance developer, you are regularly building various software solutions for your customers. Recently, you received a request to create a pet adoption app on AWS. Because of a tight deadline and limited budget, you need to find a hosting platform that would satisfy all customer requirements without having a lot of setup and operations overhead. You evaluate different AWS services and decide on Amazon Lightsail to meet your use case. With Lightsail, you’ll be able to build and deploy an instance to host an app and then gradually add features to enhance app functionality.",,,,
Hosting a Static Website (HTML/CSS/Javascript) in AWS S3,https://www.coursera.org/learn/hosting-static-web-site-aws,Information Technology,Cloud Computing,Rogerio Guimaraes,"In this one hour project, you will learn how to use Amazon Web Services S3 storage service for hosting a static website (HTML/CSS/Javascript). Many companies and individuals today need a website and most of those don't require complex databases or backends. Amazon Web Services provides a Simple Storage Service S3 Free Tier that can be also used to host a static website with no servers and no complexity. 

Many professionals don't know that it is possible to use AWS Simple Storage Service, S3, not only to store objects but also to host a completely static website made in HTML/CSS and Javascript and take advantage of all scalability and availability AWS offers.

Once you're done with this project, you will be able to deploy a static website in any AWS region you want with just a few steps and without huge tech experience.

Note: For this project, you will need an AWS account.",1781.0,,4.5,54.0
Hosting a Web App on Google Cloud Using Compute Engine,https://www.coursera.org/learn/googlecloud-hosting-a-web-app-on-google-cloud-using-compute-engine-s7rdx,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
How to Buy Cloud - Strategies for Cloud Procurement,https://www.coursera.org/learn/aws-how-to-buy-cloud,Information Technology,Cloud Computing,"Blaine Sundrud, Alana Layton","Cloud computing represents a fundamental shift in the way that organizations operate business systems and digital services. The nature of running software workloads in the Cloud, with on-demand resources, pay-as-you-go pricing and security and compliance requirements make Cloud Acquisition processes very different from traditional IT procurement models. 

This course provides an overview of the differences, illuminates the procurement process and its key aspects, the role of key stakeholders in the organization (legal, budget/finance, security, IT, and business leadership) and how to go about planning change management with the digital transformation enabled by the cloud. It explains common pitfalls and best practices, strategies for successful cloud adoption including how to work with cloud providers, and their partners such as the APN, management and governance and success evaluation in procurement and deployment.",,2656.0,4.4,13.0
How to Modernize applications with IBM CICS,https://www.coursera.org/learn/modernize-applications-ibm-cics,Information Technology,Cloud Computing,"Martin Keen, Mark Bylok","This course explains why CICS is perfect for powering the next generation of enterprise applications and how you can help build them. IBM CICS is the trusted core of enterprise applications and transaction processing. You will experience writing, updating and running CICS applications as well as the new APIs, capabilities and functions that will allow you to modernize these applications to run as part of a hybrid cloud application.

On successful completion of this course, the learners are eligible to claim a badge. More information can be found here: https://www.credly.com/org/ibm/badge/how-to-modernize-applications-with-ibm-cics",,,,
How to Use Blob Objects in Azure Storage Account like a Pro,https://www.coursera.org/learn/how-to-store-blob-objects-in-microsoft-azure-storage-account-like-a-pro,Information Technology,Cloud Computing,Rogerio Guimaraes,"An Azure storage account contains all your Azure Storage data objects, including blobs, file shares, queues, tables, and disks. The storage account provides a unique namespace for your Azure Storage data that's accessible from anywhere in the world over HTTP or HTTPS. Data in your storage account is durable and highly available, secure, and massively scalable. 
In this project, you will learn how an Azure Storage Account works and how you can upload and manage blob objects as well as secure the objects, transfer data and manage the lifecycle of the objects. 
Once you’re done with this project, you will be able to use and manage objects in Azure Storage Account with confidence in just a few steps.",,,,
How to Use Microsoft Azure ML Studio for Kaggle Competitions,https://www.coursera.org/learn/using-microsoft-azure-ml-for-kaggle,Information Technology,Cloud Computing,Ikechukwu Nigel Ogbuchi,"In this 90 minutes long project-based course, you will learn how to create a Microsoft Azure ML Studio account, a Kaggle account for competitions and use both of them to build a machine learning model which we will be using to make predictions.

Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions.",,,,
How to Use a Network Policy on Google Kubernetes Engine,https://www.coursera.org/learn/googlecloud-how-to-use-a-network-policy-on-google-kubernetes-engine-wlyfm,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Hybrid Cloud Infrastructure Foundations with Anthos,https://www.coursera.org/learn/hybrid-cloud-infrastructure-foundations-anthos,Information Technology,Cloud Computing,Google Cloud Training,"This on-demand course equips students to build reliable and manageable multi-cluster Kubernetes infrastructures using Anthos GKE, whether deployed with Anthos on Google Cloud or with Anthos deployed on VMware. It is a continuation of Architecting with GKE and assumes hands-on experience with the technologies covered in that course.",8875.0,1801.0,4.7,290.0
Hybrid Cloud Infrastructure Foundations with Anthos en Français,https://www.coursera.org/learn/hybrid-cloud-infrastructure-foundations-anthos-fr,Information Technology,Cloud Computing,Google Cloud Training,"""Bienvenue dans le cours """"Hybrid Cloud Infrastructure Foundations with Anthos"""".

Il s'agit du premier cours du parcours """"Architecting Hybrid Cloud Infrastructure with Anthos"""". Anthos vous permet de créer et de gérer des applications modernes, et de les exécuter où vous le souhaitez. Anthos offre une expérience cohérente dans les environnements sur site et dans le cloud.
 
 Dans ce cours, nous allons vous présenter les modules qui vous permettront d'acquérir des compétences que vous utiliserez en tant qu'architecte ou administrateur responsable de l'exécution d'environnements Anthos. Les modules de ce cours incluent des vidéos, des ateliers pratiques et des liens vers des ressources de documentation utiles.""",,,,
Hybrid Cloud Multi-Cluster with Anthos,https://www.coursera.org/learn/hybrid-cloud-multi-cluster-anthos,Information Technology,Cloud Computing,Google Cloud Training,"This on-demand course equips students to understand, configure, and maintain multi-cluster Kubernetes infrastructures using Anthos GKE and Istio-based service mesh, whether deployed with Anthos on Google Cloud or with Anthos deployed on VMware.",3613.0,,4.8,122.0
Hybrid Cloud Multi-Cluster with Anthos en Français,https://www.coursera.org/learn/hybrid-cloud-multi-cluster-anthos-fr,Information Technology,Cloud Computing,Google Cloud Training,"Ce cours à la demande permet aux participants de comprendre, de configurer et de gérer des infrastructures Kubernetes multicluster à l'aide d'Anthos GKE et d'un maillage de services basé sur Istio, que ces infrastructures soient déployées avec Anthos sur Google Cloud ou avec Anthos sur VMware.

Il s'agit du troisième et dernier cours de la série """"Architecting Hybrid Cloud Infrastructure with Anthos"""".
 
 Vous devez avoir terminé le parcours """"Architecting with Google Kubernetes Engine"""" pour pouvoir suivre ce cours.""",,,,
Hybrid Cloud Service Mesh with Anthos,https://www.coursera.org/learn/hybrid-cloud-service-mesh-anthos,Information Technology,Cloud Computing,Google Cloud Training,"This on-demand course equips students to understand and adopt Istio-based service-mesh with Anthos for centralized observability, traffic management, and service-level security.",3764.0,,4.8,140.0
Hybrid Cloud Service Mesh with Anthos en Français,https://www.coursera.org/learn/hybrid-cloud-service-mesh-anthos-fr,Information Technology,Cloud Computing,Google Cloud Training,"Ce cours à la demande permet aux participants de comprendre et d’adopter le maillage de services basé sur Istio avec Anthos pour centraliser l'observabilité, la gestion du trafic et la sécurité au niveau du service. Il s'agit du deuxième cours de la série ""Architecting Hybrid Cloud Infrastructure with Anthos"". Une fois ce cours terminé, les participants doivent suivre le cours ""Hybrid Cloud Multi-Cluster with Anthos"". Vous devez avoir terminé le parcours ""Architecting with Google Kubernetes Engine"" pour pouvoir suivre ce cours.",,,,
IAM Custom Roles,https://www.coursera.org/learn/googlecloud-iam-custom-roles-8paq7,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
IAM Role Revoking and Permissions Boundary,https://www.coursera.org/learn/iam-role-revoking-and-permission-boundary,Information Technology,Cloud Computing,Ann Kovattil,"By the end of this Project, you will be able to learn how and when to revoke an IAM Role. In this scenario, we are going to deal with a real time example. Suppose, you are working as a security analyst with a global organization called ""XYZ"". You assigned an IAM role to an EC2 instance and the temporary credentials generated by the role assumption got leaked to a third party. Lets see how can we deal with this situation in an ideal way. This project also reviews the functionality provided by Permission Boundaries and looks at a common use case permission delegation. After completing this Project, you will get a detailed idea of Role Revoking and Permission Boundary.",,,,
IBM Cloud Essentials,https://www.coursera.org/learn/ibm-cloud-essentials,Information Technology,Cloud Computing,"Horea Porutiu, Steve Martinelli","This course introduces you to the IBM Cloud. You will learn about the many offerings and services on IBM Cloud that make it the most open and secure public cloud for developers and enterprises.  

The course begins with an introduction to the IBM Cloud platform which covers topics such as data center locations and configuring identity and access management. You will discover the various Infrastructure-as-a-Service (IaaS) options available on IBM Cloud. Next, you will learn about the deployment options on IBM Cloud; this includes topics such as Containers, Kubernetes, and OpenShift. You will also become familiar with IBM Cloud services such as Databases, Artificial Intelligence and Watson, Blockchain, Internet of Things, and many others. 

In addition to videos, you will also see demos of various IBM Cloud features and services in action, as well as perform hands-on labs to gain practical experience with IBM Cloud at no charge. 

This course is of interest to anyone who wants to be a cloud practitioner and use Cloud skills as developers, architects, system engineers, network specialists, and many other roles. The material also serves the needs of those who perform the tasks of advising, building, moving, and managing cloud solutions. This course is also suitable for learners who want to prepare for IBM Cloud Foundations Certification.",4196.0,7492.0,4.6,27.0
Identifying Bias in Mortgage Data using Cloud AI Platform and the What-if Tool,https://www.coursera.org/learn/googlecloud-identifying-bias-in-mortgage-data-using-cloud-ai-platform-and-jhfcx,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Identifying and Resolving Application Latency for Site Reliability Engineers,https://www.coursera.org/learn/googlecloud-identifying-and-resolving-application-latency-for-site-reliabi-7ynmq,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Implement Real Time Analytics using Azure Stream Analytics,https://www.coursera.org/learn/implement-real-time-analytics-using-azure-stream-analytics,Information Technology,Cloud Computing,Amit Navgire,"In this project, we are going to see how to ""Implement Real Time Analytics using Azure Stream Analytics""

Data processing is broadly categorized into two main categories: Batch processing & Real time processing.

We are going to focus on real time data processing and Azure Stream Analytics is a popular service which is used to process and perform analytics on real time data stream.

Hence , in this project we are going to see with an example how to implement a solution using Azure Stream Analytics and process real time stream of data.



Pre requisites:
1. Azure subscription account(its preferred to have owner level access on the subscription account)


Here is a brief description of the tasks we are going to perform in this project:

Task1: Understand the Project Scenario
In this task, we are going to see an overview of the project to be implemented and also the different components involved in this project and how they are linked to each other

Task2: Setup the project environment
In this task, we are going to create Azure Event Hub, Azure SQL Database, download and install Real Time Data Generator App.

Task3: Configure the different components created in previous task
In this task, we are going to connect the live data generator app with the event hub and also create the output and reference tables in Azure SQL Database

Task4: Configure Azure Stream Analytics Job
In this task, we are going to configure the input, reference input and output in Azure Stream Analytics Job

Task5: Configure Query in Stream Analytics job
In this task, we are going to write the query in Stream Analytics job which is used to process, analyze and transform the source data which will be received from event hub. 
Also, we will run the Stream Analytics job to see a demo of how it processes the input data from event hub and loads the data in output table in SQL database.

Task6: Configure reference input in Stream Analytics job
In this task, we are going to see how to use the reference input in the query of Azure Stream Analytics job. 
Also, we will run the Stream Analytics job to see a demo of how it processes reference input and loads data in output table in SQL database",,,,
Implement a Relational database in Azure SQL database,https://www.coursera.org/learn/implement-a-relational-database-in-azure-sql-database,Information Technology,Cloud Computing,Priya Jha,"In this 1 hour long project based course,you will learn to create an azure account and implement an azure sql database.You’ll get to know various purchasing models and select the one that suits best in accordance with your needs. You will learn to use Azure cloud based query editor and change the firewall settings to whitelist your IP. You will also learn to Use SSMS(SQL Server Management Studio) to connect and query Azure SQL Database.Also, you will learn to write a few queries to create tables and insert values.Finally you will also learn to add new users to an azure sql database.

It is recommended that you know basic concepts on SQL and relational data concepts. But even if you don’t have this background knowledge, you’ll be able to complete the project.",,,,
Implement the User Experience for your AppSheet App,https://www.coursera.org/learn/googlecloud-implement-the-user-experience-for-your-appsheet-app-naufh,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Implementando balanceadores de carga con AWS,https://www.coursera.org/learn/balanceador-carga-aws,Information Technology,Cloud Computing,Nestor Nicolas Campos Rojas,"En este proyecto de 1 hora, aprenderás a implementar un balanceador de carga para distribuir el tráfico entre varias máquinas virtuales.
Además, aprenderás crear máquinas con EC2.",,,4.8,16.0
Implementando modelo Computer Vision en Amazon Sagemaker,https://www.coursera.org/learn/vision-computacional-sagemaker,Information Technology,Cloud Computing,Nestor Nicolas Campos Rojas,En este proyecto vamos a utilizar un modelo disponible en Amazon SageMaker Studio para temas de visión computacional.,,,,
Implementar Aplicação Web no AWS Elastic Kubernetes Service,https://www.coursera.org/learn/app-web-no-aws-elastic-kubernetes-service,Information Technology,Cloud Computing,Rogerio Guimaraes,"Neste projeto de uma hora, você aprenderá como usar a Amazon Web Services Platform e seu serviço de Kubernetes para implantar um aplicação da Web em um ambiente de alta disponibilidade, usando o poder de contêineres e Kubernetes em um caso de uso do mundo real.
Depois de concluir este projeto, você será capaz de clonar um projeto, criar uma imagem de contêiner do docker e implantar esse contêiner como um POD do Kubernetes usando o Elastic Kubernetes Services com apenas algumas etapas.",,,,
Implementar um AWS EKS Cluster e uma Web App usando EKSCTL,https://www.coursera.org/learn/implementar-aws-eks-cluster-web-app-usando-eksctl,Information Technology,Cloud Computing,Rogerio Guimaraes,"Neste projeto de duas horas, você aprenderá como usar a ferramenta de linha de comando eksctl para criar um serviço AWS Elastic Kubernetes e implantar um aplicativo da Web em um ambiente de alta disponibilidade, usando o poder de contêineres e Kubernetes em um caso de uso real .
Depois de concluir este projeto, você será capaz de clonar um projeto, criar uma imagem de contêiner do docker e implantar esse contêiner como um POD do Kubernetes usando os serviços Elastic Kubernetes com apenas algumas etapas.",,,,
Implementar uma Aplicação Web no Azure Kubernetes Service,https://www.coursera.org/learn/implementar-web-app-azure-kubernetes,Information Technology,Cloud Computing,Rogerio Guimaraes,"Neste projeto de uma hora, você aprenderá como usar o Microsoft Azure Cloud Platform e seu serviço Kubernetes para implantar um aplicativo da Web em um ambiente de alta disponibilidade, usando o poder dos contêineres e do Kubernetes em um caso de uso real.
Depois de concluir este projeto, você poderá clonar um projeto, criar uma imagem de contêiner do docker e implantar esse contêiner como um POD do Kubernetes usando o Kubernetes Service do Azure com apenas algumas etapas.",,,,
Implementing Blob Storage in Azure,https://www.coursera.org/learn/implementing-blob-storage-in-azure,Information Technology,Cloud Computing,Priya Jha,"This Guided Project  “Implementing Blob Storage in Azure”  is for anyone who wants to learn to create blob storage in Azure. In this 1-hour long project-based course, you will learn to create an Azure free account. You will also learn to create an Azure Storage account. You will also learn to work with containers and learn to upload blobs. Additionally, you will also learn to work with snapshots and shared access signatures for granting access to the storage account. To achieve this, we will work through :
Task 1 :  Introduction and creating an Azure account
Task 2 :  Creating and Configuring Azure Storage Basic and advanced tabs details
Task 3 :  Creating and Configuring Azure Storage Networking,data protection and encryption tabs details
Task 4 :  Creating containers and uploading blobs
Task 5 :  Edit the content of the files within Blob Storage 
Task 6 :  Working with Azure blob storage snapshots
Task 7: Working with Shared Access Signature for Azure Storage Account

Requirements: It is recommended if you have some basic knowledge on working with Azure.

A credit / Debit card will be required to create a free Azure account.",,,,
Implementing Canary Releases of TensorFlow Model Deployments with Kubernetes and Istio,https://www.coursera.org/learn/googlecloud-implementing-canary-releases-of-tensorflow-model-deployments-w-lflkd,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Implementing Microsoft Azure Backup,https://www.coursera.org/learn/implementing-microsoft-azure-backup,Information Technology,Cloud Computing,Abhishek Jha,"In this one hour long project, you will learn everything you need to know to start working with Azure backup. We will begin by setting up a Recovery Services Vault where Azure stores all the backup data and then we will create backup policies. In the latter part of the course, we will create a Free tier virtual machine and we will implement an entire virtual machine backup. By the end of this course, you will gain the ability to utilize the Azure cloud for all of your backup needs.",,,,
Implementing an AI Chatbot with Dialogflow ES,https://www.coursera.org/learn/googlecloud-implementing-an-ai-chatbot-with-dialogflow-es-wvus9,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Importing Data to a Firestore Database,https://www.coursera.org/learn/googlecloud-importing-data-to-a-firestore-database-4r3ka,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Improve Your Java Code Using Amazon CodeGuru,https://www.coursera.org/learn/aws-improve-java-code-amazon-codeguru,Information Technology,Cloud Computing,Morgan Willis,"Learn how to use Amazon CodeGuru Reviewer to automatically identify issues and vulnerabilities to improve your code quality with Improve your Python Code using Amazon CodeGuru. This course is designed for Python developers who are interested in learning how to use CodeGuru Reviewer to save time and improve their code review process.

In this course, you’ll learn how to use CodeGuru Reviewer to detect issues and identify recommendations to improve the quality and security of your code. The course demonstrates how CodeGuru Reviewer finds code anomalies and explains how to understand and apply its automated suggestions.

Developed at the source, this new digital course empowers you to learn about Amazon CodeGuru from the experts at AWS whenever, wherever you want. Advance your skills and knowledge to build your future in the AWS Cloud. Enroll today!

Note: There are two versions of this course: ""Improve Your Java Code Using Amazon CodeGuru"" for Java developers and ""Improve Your Python Code Using Amazon CodeGuru"" for Python developers. The courses do for a large part, overlap and in general, we recommend that you take the course that focuses on the SDK you plan to use to develop your AWS Cloud based applications.",2544.0,30513.0,4.9,10.0
Improve Your Python Code Using Amazon CodeGuru,https://www.coursera.org/learn/aws-improve-python-code-amazon-codeguru,Information Technology,Cloud Computing,Morgan Willis,"Learn how to use Amazon CodeGuru Reviewer to automatically identify issues and vulnerabilities to improve your code quality with our new digital course, Improve your Python Code using Amazon CodeGuru. This course is designed for Python developers who are interested in learning how to use CodeGuru Reviewer to save time and improve their code review process.

In this course, you’ll learn how to use CodeGuru Reviewer to detect issues and identify recommendations to improve the quality and security of your code. The course demonstrates how CodeGuru Reviewer finds code anomalies and explains how to understand and apply its automated suggestions.

Developed at the source, this new digital course empowers you to learn about Amazon CodeGuru from the experts at AWS whenever, wherever you want. Advance your skills and knowledge to build your future in the AWS Cloud. Enroll today!

Note: There are two versions of this course: ""Improve Your Java Code Using Amazon CodeGuru"" for Java developers and ""Improve Your Python Code Using Amazon CodeGuru"" for Python developers. The courses do for a large part, overlap and in general, we recommend that you take the course that focuses on the SDK you plan to use to develop your AWS Cloud based applications.",3933.0,6160.0,4.8,28.0
